result,correction
1,"ตัด,หญ้า,ตอบ,น้อง,ไผ่,ไอ้,หนุ่ม,SIX,PACKS,ท่า,แบบนี้,ชอบ,ไม่ต้อง,พิศดาร,bookmark,ไม่ต้อง,ท่ามาก,หรอก,คนเรา,ทำ,เยี่ยม,นั่ง,วิดพื้น,ซิ,ทอัพ,ไม่ยอม,ขยับ"
-1,"เจอ,ข่าว,คดี,ศพ,คุย,นิดนึง,เป็นประโยชน์,ผม,รู้,กฎหมาย,ด้อย,แบบนี้,ปีก,เตรียม,จบ,คุย,หละ,กลัว,เครียด"
1,"ครับผม,หา,ที่จะ,ทำ"
1,"ข้อความ,กรกฎาคม,เวลา,1"
-1,"ปี,ป๋า,ศาล,ตัดสิน,รึเปล่า,แม่,แพร,วา,สื่อ,ตอนนี้,ลูกสาว,เครียด,กลัว,ลูก,คิดสั้น,ข้อความ,กรกฎาคม,เวลา,15"
1,"มิน่า,ดึง,เชง,ปลุก,กระแส,รอบ,สุดท้าย"
1,"ทนาย,เค้า,เก่ง,ป๋า,ข้อกฎหมาย,นึง,ผู้เสียหาย,ยื่น,ข้อ,ติดตาม,ทรัพย์,ผู้เสียหาย,ไม่ได้,ทำ,แต่ต้น"
-1,"แม่,เปิดใจ,ปี,ที่ผ่านมา,ทรมาน,ระแวง,แพร,วา,ฆ่าตัวตาย,โรค,ซึมเศร้า,หัวอก,แม่,เผย,แพร,วา,เหมือน,ตายทั้งเป็น,หวั่น,คิดสั้น,หวาดระแวง,หย่า,สามี,ข้อความ,กรกฎาคม,เวลา,155"
-1,"รายงาน,ศูนย์,นิติศาสตร์,มธ,คดี,แพร,วา,คำพิพากษา,ศาลฎีกา,ฉบับ,เต็ม"
0,"CGSCIMB,BR,REDUCE,TP,THB,คลิก,ที่นี่,ADD,LINE,CGSCIMB"
-1,"ศาล,ตัดสิน,อ่าน,เศร้า,ยื้อ,เรื่อง,เหมือน,แกล้ง,หมดเวลา,กฎหมาย,อ่อน,คน,ไม่รู้,หมดเวลา,แล้วหละ"
1,"ทหาร,งบ,รอ,ข่าว,ทุน,สร้าง,กระแส"
-1,"อย่า,สิ,เขิน,พุง"
1,อัมพวา
-1,"จีน,ไม่ยอม,ปล่อย,น้ำ,เหนือ,เขื่อน"
1,"กลยุทธ,พรุ่งนี้,เตรียม,ซื้อ,หุ้น,รถไฟฟ้า,ตอน,โดน,เท,ขาย,กลยุทธ,มะรืน,เตรียม,ขาย,ตอน,ข่าว,ลด,1,บาท,ตอนนี้,ศึกษา,ความเป็นไปได้"
1,เพลง
1,"1,บาท,สาย,ทำได้,ไหม,น้า,ซี้"
1,"หน้าฝน,โขง,แห้ง,สาเหตุ,แล้ง,กระทบ,งึม,ไซ,ยะ,บุรี,ไหม,ปกติ,งบ,เนิบ ๆ,อยู่แล้ว,หน้าแล้ง,แจ่ม,ฝน,เต็ม,ข่าว,แถว,น้ำ,โขง,ระวัง,กระแสน้ำ,วูบวาบ,หน้าฝน,น้ำ,โขง,แห้ง,มาจาก,ไซ,ยะ,บุรี,ดึง,น้ำ,ลอง,ปั่น,สร้าง,กระแสไฟ,ที่จะ,เต็ม,รูปแบบ,ทดลอง,ล่อน,น้ำ,กลับลำ,โขง,กระแสน้ำ,เพิ่มขึ้น,สภาวะ,ปกติ,ข้อความ,กรกฎาคม,เวลา"
1,"พี่,พรุ่งนี้,คาดการณ์,หุ้น,ตัว,ประกาศ,งบ,ไหม"
-1,"แถว,บ้าน,อะฮั้น,ปะ,หนุ่ม,แปด,ริ้ว,คลั่ง,แก้ผ้า,ยืน,กลาง,ถนน,กระโดด,ขึ้นหน้า,รถ,ชาวบ้าน,คาด,เสพ,ยา,เกินขนาด"
1,"เสียง,น้า,ต๋อย,เซ,เบ้,มะคะ"
1,"ชม,สวน,ฝนตก,วิ่ง,บ้าน,แทบ,มะ,เทียนกิ่ง,Spoil,คลิก,ดู,ข้อความ,ที่ซ่อน"
-1,"ยุง,ริ"
-1,"มะ,วาน,รุ,โดน,ตัวไร,เข้าไป,มือ,ปูด,วง,แดง,สอง,เซน,หาย,แระ"
-1,"น้อง,เดี่ยว,ดู,หนัง,เรื่อง,นี้,อา,เจ้,อา,เจ้,ทะลึ่ง,เรื่อง,ฉาก,ทะลึ่ง,จุด,ขายของ,เรื่อง,นี้"
1,"งา,มมาก"
1,"ต้น,เทียน,ไหม,ถวาย,วัด"
1,"Kasikorn,Securities,Strategy,Update,Market,and,Sector,weekly,key,events,calendar,Spoil,คลิก,ดู,ข้อความ,ที่ซ่อน"
1,"สำนัก,ถ้วย,จบ,Take,Five,Preparing,for,prime,minister,PMIs,and,policymakers,Spoil,คลิก,ดู,ข้อความ,ที่ซ่อน"
-1,"หลัก,สี่,ลม,ฝน,อื้ออึง"
0,"Spoil,คลิก,ดู,ข้อความ,ที่ซ่อน"
1,"พลาด,the,one,card,day,pro,ร้าน"
1,"สวย,เทียนกิ่ง"
0,"Spoil,คลิก,ดู,ข้อความ,ที่ซ่อน"
1,"ลุง,เบ,ผิดหวัง,กะ,บัวลอย,chestnut,caramel,granita,ปลอบใจ,Spoil,คลิก,ดู,ข้อความ,ที่ซ่อน"
1,"แวะ,ซื้อ,ของใช้,ของกิน,ลุง,เบ,อยากรู้"
1,"งาน,น้า,ป้า,กบินทร์,น้า,แวะ,ซื้อของ"
1,"พ่อ,แกะ,ถม,นะคะ,เนี้ย,เดอะ,อะ,เป่า"
1,"ดู,บอล,ยู,เว,สเปอร์,PPTV"
1,"เสี่ย,พัน,ล้าน,ผู้บุกเบิก,ชุด,ครัว,ไฟเบอร์กลาส,ทวีปเอเชีย,พ่อค้า,ราดหน้า,ตลาดน้ำ,คลอง,ลัด,Spoil,คลิก,ดู,ข้อความ,ที่ซ่อน"
-1,"จับผิด,หุ้น,ดร,นิเวศน์,เหม,วชิร,รา,กร,Spoil,คลิก,ดู,ข้อความ,ที่ซ่อน"
1,"TH,งบ,แสน,ล้าน,เร่ง,ศก,ดิจิทัล,ได้ฤกษ์,หุ้น,วาง,ระบบ,ไอที,PTT,ทุ่ม,สน,ลุย,งาน,ดัน,มูลค่า,ธุรกิจ,พุ่ง,SSP,โรงไฟฟ้า,แรง,พี,อี,ต่ำ,ดีล,ลม,สิ้นปี,กองทุน,จ้อง,WHA,จ่อ,ขาย,พัน,ไร่,เซ็นสัญญา,ครึ่ง,ปี,จับตา,ำา,กระฉูด,แกะ,อนาคต,บงก์,SCB,เด่น,ไตรมาส,งา,หมอ,บุญ,วนา,สิน,ซื้อ,หุ้น,THG,ล้าน,บาท,VCOM,บุก,เมียนมา,ปั๊ม,งบ,โดด,เปิดฉาก,ชิง,งาน,้าน,ผุด,โปรเจ็กต์,ัน,ล้าน,ใส่,เกียร์,ดัน,รายได้,ทะยาน,CAZ,คว้า,งาน,มาบ,ตา,พุด,ทรัพย์,เติม,พอร์ต,CI,กลยุทธ์,รับมือ,วิกฤติ,อสังหา,รุก,ตลาด,ไฮเอนด์,สร้าง,SINGER,ดีมานด์,ฟื้น,ยอด,รถ,ทำ,เงิน,หนุน,ผลงาน,แกร่ง,พฤกษา,บ้านเดี่ยว,ภัสสร,ราษฎร์,พัฒนา,มูลค่า,1,ัน,ล้าน,บาท,KKP,ธุรกิจ,ตลาด,ทุน,ทำ,เงิน,KTB,สินเชื่อ,หนุน,กำ,TPOLY,คว้า,งาน,เติม,Backlog,รับรู้,ซิก,ครึ่งหลัง,แวว,ดี,PYLON,ก่อสร้าง,เดินหน้า,ลุย,ฐานราก,ต่อยอด,ฟิทช์,อันดับ,เครดิต,ไทย,AMATACKKKPBBL,เด่น,ส่งสัญญาณ,งบ,ไตร,สี,รุก,ขยาย,ฐาน,ยิ้ม,ค่า,บาท"
1,"ซื้อ,ปุ๊,งาบ"
1,"กิ๋น,ข้าว,แลง,เต๊อะ"
1,"ห๊ะ,ผงาด,หรอ,ง่ะ,อิอิ"
1,"หัวข้อ,เงินเก็บ,ไม่มี,ภาระ,พ่อแม่,ลูก,ผัว"
-1,"ตาย,เกลื่อน,ไม่มี,ชิ้น,ดี"
1,
1,"ขึ้นอยู่กับ,เงื่อนไข,เวลา,ล้าน,บาท,กี่,ปี,คำตอบ,ปี,ไม่ได้,เล่นหุ้น,ขาดทุน,ผม,ตัว,คนเดียว,ใช้จ่าย,อย่างประหยัด,ล้าน,บาท,ปี,พิซซ่า,ถาด,สำหรับ,ผม,ปี,ขนาด,เบาหวาน,กิน,นึง,ร้อย,บาท,เล่นหุ้น,เจ๊ง,เล่น,เน็ต,บัญชี,อยู่เลย,ซิ,โก้,มีค่า,น้า,ค่า,ไฟ,ค่าโทรศัพท์,ไม่พอ,แน่นอน,ผม,คอนดิชั่น,ไหนจะ,ค่า,ยารักษาโรค,ล่ะ,อายุ,โรค,เล่นหุ้น,เจ๊ง,ดัชนี,SET,เล่น,วิกฤติ,เศรษฐกิจ,เล่น,รอด,กระดาษ,ใบ,แทน,เงิน,แสน,ล้าน,ข้อความ,กรกฎาคม,เวลา"
1,"ทุน,ล้าน,หมื่น,แสน,เลือก,เลือก,ผิดทาง,ซวย,การลงทุน,ความเสี่ยง"
1,"ทุน,ล้าน,พัน,สาม,ัน"
1,"ราชสีห์,แมว,ไร้,ขน,ขาดทุน,กำไร,ชีวิต,เลือก"
1,"ถม,สิ,รอ,อัล,ลัย"
1,"ยุ,ถาด"
1,"ลงทุน,พอได้,พิ,ซ่า,ถาด,เงิน,ล้าน,ถือหุ้น,ปันผล,หัก,ภาษี,ตี,เงิน,บาท,เล่นหุ้น,กิน,เหลา,ภัตตาคาร,กิน,เกลือ,เป็นไปได้"
1,"พ่อแม่,ลูก,ผัว,ไม่เกี่ยว,ปัญญา,ปัญญา,เงิน,แห,มื่น,เงิน,แสน,ทำได้"
1,"เรื่อง,ธรรมดา"
1,"ทุน,ซื้อ,กองทุนรวม,ภาคบังคับ,กำไร,ปันผล,สมมติ,ราคา,ซื้อ,แสน,หุ้น,ปันผล,ปี,นึง,ปันผล,เปน,คิดเฉลี่ย,เปน,เดือน,ก้,บาท,ซื้อ,ทา,วน,เฮาส์,ปล่อย,เช่า,ทุน,ต่ำกว่า,นึง,ไม่มี,ช๊อค,ซีนีม่า,ตอน,เปลี่ยนคน,เช่า,ไม่มี,ค่า,MA,ราคา,ก้,ตัด,ขาย,บางส่วน,อดทน,ซื้อ,ตอน,ราคา,ต่ำ,ก้,เข้าข่าย,เลี้ยง,ห่าน,ทองคำ,หุ้น,ก้,ความเสี่ยง,แบ่ง,เปน,pissa,กระจาย,ขึ้นกับ,ความสามารถ,เปน,ทุน,รู้,วงจร,ธุรกิจ,สรุป,อัด,ตา,คะแนน"
1,"ดังนั้น,การทำงาน,ประจำ,ป้องกัน,ปัญหา,เรื่อง,เงิน,ขาดมือ,ตลาด,ขา"
1,"ข้อความ,กรกฎาคม,เวลา"
-1,"เล่น,ไม่ดี,กลายเป็น,เลี้ยง,พิซซ่า,เจ้ามือ,ถาด,ทุน,โอกาส,ขาดทุน,ตัวเงิน,ศึกษา,ลงทุน,ดีกว่า"
1,"ลงทุน,หุ้น,เป็นไปได้,กำไร,ขาดทุน,ขึ้นอยู่กับ,ปริมาณ,ทุน,ความร้อน,เย็น,เงินทุน,ประสบการณ์,ระบบ,ความคิด,การลงทุน,แต่ละคน"
1,"ซื้อ,ตัว,ใหน,กิน,พิซซ่า"
1,"ซื้อ,กองทุน,ตราสาร,หนี้,แน่นอน,ข้าว,มื้อ"
1,"ปี,นึง,ค่า,พิซซ่า,แสน,ปี,นึง,หวัง,1,ถึงขั้น,เป็นไปไม่ได้,ใจ,ผม,ผม,เป็นไปได้"
1,"เล่น,ไม่มีความรู้,ความเข้าใจ,พิซซ่า,ฟลุ๊ค,สัก,ถาด,ถาด,เงินต้น,วอดวาย,ให้เงิน,เติบโต,อย่างมั่นคง,ผม,กระทู้,พิ้น,ฐาน,ต่อยอด,ไปหา,การลงทุน,เสี่ยง,มากขึ้น,ในอนาคต,ลอง,อ่าน,ดู"
-1,ไม่น่า
1,"ซื้อ,ทอง,เดือน,มื่น"
1,"เล่นหุ้น,ขาดทุน,อย่า,ลืม,คิดถึง,จุด,นี้,เป็นสาว,โสด,คนเดียว,อายุ,ผม,แนะนำ,ฝาก,หุ้น,ปันผล,ล้าน,บาท,สัดส่วน,นิดเดียว,สินทรัพย์,เทรด,หุ้น,เล่น,แก้,เบื่อ,ค่า,ขนม,ชีวิต,ตื่นเต้น,ดี"
-1,"สาม,ข้อ,ลด,ความเสี่ยง,การขาดทุน,โลภ,มีวินัย,มีความรู้,ตัว,เล่น,ข้อ,ความรู้,ปะ,คน,รู้,ทำ,เจอ,ความโลภ,ทำ,พัง,หุ้น,จิต,อ่อน,กลัว,ขาย,ทิ้ง,จิต,ตก,ปล่อย,พัง,หวัง,กลับมา,คน,คน,เข้ามา,โลภ,เจ้ามือ,ลาก,เชือด"
1,"ล้าน,บาท,ลงทุน,หุ้น,กำไร,ปี,ละมา,ครึ่ง,เงินต้น,เป็นเรื่อง,รู้,เม่า,ไม่รู้"
1,"เล่นหุ้น,เหมือน,บ่อน,คน,หลง,สำเร็จ,เสมอ"
-1,"วงการ,หุ้น,เหมือน,วงการ,หวย,เวลา,ขี้โม้,เวลา,เงียบ,แถม,ปล่อย,ข้อมูล,หลอก,ไปมา,หลงกล,เนอะ,หึๆ"
1,"เข้ามา,อี,กรอบ,บอ,กว่าเพื่อน,ซื้อ,หุ้น,ปตท,PTT,ราคาตลาด,บาท,ตอนนั้น,พาร์,บาท,หุ้น,ขึ้นไป,ห้า,ร้อย,บาท,ซื้อ,ลืม,อ่ะ,แป๊บเดียว,ปตท,ตลาด,แกว่ง,บาท,ท่าน,ใด,เล่น,SET,จำได้,เค้า,ทำงาน,กิน,เงินเดือน,ตามปกติ,คน,เฝ้า,หน้าจอ,ผม,อิ,อิ,เละ,ตุ้ม,เป๊ะ,เละ,ตุ้ม,เป๊ะ,ตัด,ขาดทุน,จำเป็นต้อง,เงิน,ทุ่ม,หมดโอกาส,มีปัญหา,กลางทาง,เงื่อนไข,ตัด,ขาดทุน,APCW,กระดาษ,ยังอยู่,บ้าน,อ่ะ,ตัว,สุดท้าย,ชีวิต"
1,"เรียน,คอร์ส,ศึกษา,ดู,MACD,จิ้ม,ซื้อ,ตอน,oversold,ซวย,ชีวิต,ซื้อ,หุ้น,มีชื่อ"
-1,"ลอง,เข้ามา,เล่น,ดู,เดี๋ยว,รู้,ผม,ตลาด,จ่าย,ค่า,ครู,ค่า,โง่,เรื่อง,จ่าย,ค่า,ครู,ไม่ได้,ถอดใจ,เลิกเล่น"
1,"ระวัง,ล้าน,แจก"
1,"ระวัง,ล้าน,แจก"
1,"ตัว,ซื้อ,ทุน,ต่ำ,หุ้น,วิ่ง,นึง,ถาด,ผม,เล่น,ไม่ได้,ซิ,ซื้อ,ราคา,ร่วง,ติดลบ,พิซซ่า,กลายร่าง,ข้าวเหนียว,หมู,ปิ้ง,ยาม,กิน,เหลา,จังหวะ"
1,"ซื้อ,หุ้น,ปันผล,เฉลี่ย,ปี,ตัว,กองทุน,พื้นฐาน,ตัว,ตัว,่อ,ปี,เสียภาษี,สม,มุต,ซื้อ,หุ้น,ปันผล,่อ,ปี,หัก,ภาษี,เฉลี่ย,าท,กิน,พิช,ซ่า,ถาด,ถาด"
-1,"อย่างงี้,เพื่อน,ผู้ชาย,คน,นึง,เล่นหุ้น,ใช้ทุน,เริ่มต้น,ล้าน,บาท,เล่น,คน,โลภ,บอ,ดีกว่า,ฝาก,ธนาคาร,โอเค,เล่น,ปี,ซื้อ,ตัว,ตัว,ลบ,ตัว,นี้,ลบ,ตัว,ลบ,ตัว,โน้น,ลบ,ถอนเงิน,ฝากประจำ,แทน,บอ,โดน,แสน,เลิก,ดีก่า,555"
-1,ไม่เข้าใจ
-1,"โถ,เม่า,รอ,ขาใหญ่,ไล่,ราคา,โม้,ลงทุน,หุ้น,ปันผล,เด็ก,ขวบ,ทำได้,พ่อ,บัญชี"
1,"แนะนำ,ทน,กองทุน,อสังหา,เงินปันผล,ซื้อ,พิซซ่า,ดีกว่า"
1,"หา,หุ้น,ปันผล,พอได้,ปี,นึง,ปันผล,ปี,บาท,เดือน,ตก,พอได้,พิซซ่า,ถาด"
1,"ลงทุน,อสังหา,โครงการ,บริษัท,ที่ทำงาน,เค้า,โครงการ,ปันผล,เปอร์,เซ็น,ปล,เจ้าของ,นะคะ,พนักงาน,สอบถาม,อิอิ"
-1,"อย่า,ชวน,คน,รู้เรื่อง,เม่า,ตาย"
1,"ซื้อ,ที่ดิน"
-1,"บัตร,กย,สหาย,ทำ,ทำ,บัตร,ค่า,เอกสาร,ทำ,บัตร,เลขที่,บัญชี,เดิม"
1,"สวัสดี,สมาชิก,หมายเลข,1,กรณี,บัตร,ATM,หาย,แนะนำ,เบื้องต้น,ติดต่อ,อายัด,KTB,Call,Center,กด,หลังจากนั้น,ติดต่อ,ทำ,บัตร,สาขา,สะดวก,สมุดบัญชี,บัตรประชาชน,ติดต่อ,ค่าธรรมเนียม,บัตร,บาท,ใช้งาน,เลข,บัญชี,ขอบคุณ"
1,"วิเคราะห์,ระยะสั้น,กลาง,ดู,เจ้,เลิศ,ดี,ราคา,แพง,รบกวน,ขอบคุณ,คร้าบ"
1,"ทีวี,ช่อง,แปล,ลูกค้า,หาย,เลิกกิจการ,แล้,วจะ,ขาย,contents,ยังมี,อี,กุ้น,เลือก,ลงทุน"
1,"ผม,ความรู้"
1,"เล่นหุ้น,เจ๊ง,ลูก,กฎ,ข้อ,การลงทุน,ตัวเอง,ดี,money,game,เสือ,สิงห์,กระทิง,แรด,ข้อความ,กรกฎาคม,เวลา"
1,"แห,ม๋,ตัวดี,ลอก,ยุ,หรอก,somboon,ฮ่า"
1,"อ้าว,อุตสาห์,ตี,กราฟ,ตอบ,Bot"
1,"ระวัง,เจ้ามือ,ถาม,ตอบ,ล่อ,เม่า,เน้อ,55550"
0,"ข้อความ,กรกฎาคม,เวลา"
-1,"ตี,up,channel,หลุด,ต่ำกว่า,บาท,ไม่น่า,เล่น"
-1,"คน,ลาก,ร้อง,รวย,งี้,เลี้ยว,แน่,เม่า,เฝ้า,ดอย,เหยื่อ,ร้อง,Spoil,คลิก,ดู,ข้อความ,ที่ซ่อน"
-1,"ดู,Thailand,เปิดตัว,พิธีกร,นำเสนอ,ข่าวสาร,ทำ,ได้ดี,เฉพาะเรื่อง,เศรษฐกิจ,การลงทุน,ชอบ,วิธีการ,นำเสนอ,สรุป,ประเด็น,โทร,สด,Skype,สวย,เรื่อง,เรตติ้ง,คน,ทั่วไป,ตัว,เรื่อง,นี้,อยู่แล้ว,ค่าย,ดู,ต่อไป,ทำ,เข้าถึง,คน,ทั่วไป,อันนั้น,โจทย์"
1,"ผม,เจ๊,แอน,ผู้จัดทำ,ซื้อ,ขาย,ผม,สงสัย,นโยบาย,รีบ,ขาย,ขาย,สิทธิ์,รายได้,ระดับ,ไม่ได้,ผลิต,คนอื่น,ขนาด,Work,มนต์,ขลัง,หน้ากาก,นักร้อง,ครึ่ง,ร้อย,บาท,ร่วง,กราว,ผม,เล่น,เก็งกำไร,พอได้,เกรง,เหมือน,work,สาหร่าย,พัน,ร้าน"
1,"ดู,jkncnbc,เวิร์ค,บูม,ข้อความ,กรกฎาคม,เวลา"
-1,"แฟน,แฟน,ชอบ,เงิน,กินข้าว,นี้,เลี้ยง,ตอนที่,เงิน,เรียน,ไม่ได้,ทำงาน,พ่อแม่,อยู่เลย,เหมือนกัน,รู้สึก,ลำบากใจ,ทั่ง,เงิน,ความรัก,ขนาด,หรอ,คน,ตะ,ให้ได้,ตอนที่,ตอนที่,ไม่มี,ไม่มี,แฟน,รู้สึก,เหมือน,งอ,ลๆ,ตอน,ที้,ขา"
-1,"เรียน,ไม่มี,รายได้,แฟน,เงิน,พ่อแม่,สิ,พ่อแม่,แบบนี้,ไม่ดี"
1,"เรียน,จบ,งาน,ทำ,แล้,วจะ,เลี้ยง,แปลก"
1,"คบ,ลอง,ถาม,ดู"
1,"ผม,พ่อแม่,ผม,สั่ง,ลูกสาว,เลิกคบ,ผู้ชาย,คน,นี้,ดูแลตัวเอง,ไม่ได้,ดูแล,ลูกสาว,ผม"
1,"เรื่อง,นี้,พ่อแม่,ดู,ท่าน,สอน,ได้ดี"
1,"สังคม,มีส่วน,สังคม,แย่,แพร่พันธุ์,สายพันธุ์,คน,ไร้,ความรับผิดชอบ"
-1,"มีส่วน,ก้คง,คนละ,ครึ่ง,ผช,เนอะ,ตรรกะ,ความคิด,ป่วย,คน,กด,โหวต"
1,"ความรัก,คน,มืดมน,”ป,ราช,ท่าน"
-1,"รู้ตัว,อีกที,เงิน,แสน,หมดตัว,หา,คน,คนเรา,ความเกรงใจ,ทำ,งอ,สน,เงิน,เลิก,ติ๊อ,เล่า,เพื่อน,ฟัง,เพื่อน,บอดี้การ์ด"
1,"เงิน,ไม่สำคัญ,หรอก,คุย,แฟน,ปรับความเข้าใจ,ไม่ได้,เลิกกัน,บาย"
-1,"เงิน,ไม่สำคัญ,แฟน,เกาะ,กิน,ศิล,ตลอดชีพ"
-1,"เงิน,พ่อแม่,หา,ความยากลำบาก,ดัน,คนอื่น,ซะงั้น,แนะนำ,แฟน,ให้ยืม,แทน,ชด,ใช้คืน,เวลา,จขกท,ไม่มี,ยืม,แฟน,ใช้คืน,ผลัดกัน,เลี้ยงข้าว,ดื้อ,แบบนี้,ดู,คน,มักได้,น่าคบหา,งอน,ตอนที่,ไม่มี,หนี,ห่าง,บุคคล,ประเภท,นี้,คบ,ผลประโยชน์,ชัด"
-1,"เงิน,พ่อแม่,ให้เงิน,หรอ,เงิน,แฟน,ดู,ลำบากใจ,โดน,เงิน,มีเงิน,คน,มีเงิน,กิน,ล่ะ"
-1,"แมงดา,ตัว,ฐานะ,แม่,คน,ทำมาหากิน,ยากลำบาก,ไม่ได้,ความประสงค์,ลูก,เงิน,ลูก,คนอื่น,ลูก,ทำ,แบบนี้,เสียใจ,ชมา,ว่าความ,เหนื่อยยาก,พ่อแม่,นะคะ,เงิน,ความรัก,เอาไว้,จ้าง,รัก,นะคะ"
-1,"เลี้ยง,สุดยอด"
-1,"ว้าย,แมงดา"
-1,"ตัว,เงิน,น่าอิจฉา,ไอ้,ผู้ชาย,คน,นี้,เนาะ"
-1,"เลิกกัน,แน่ะ,ขี้เหล้า,แมงดา,เลิก,ตัว,ข้อความ,กรกฎาคม,เวลา"
-1,"สังคม,มีส่วน,สังคม,แย่,แพร่พันธุ์,สายพันธุ์,คน,ไร้,ความรับผิดชอบ"
-1,"เจอ,แฟน,ไม่ดี,ผู้ชาย,ดี,เอาแต่"
1,"ผู้หญิง,มีคุณค่า,ตั้งใจ,เรียน,ทำงาน,ดี,คนดี"
1,"สิ,ดูแล,ไม่ได้,เลือก,ผู้ชาย,คอย,ผู้หญิง,จ่าย,เหรอ,ล่ะ"
-1,"แมงดา,ดี"
-1,"หา,แฟน,นิ,ผู้ชาย,เค้า,หา,แฟน"
-1,"สงสาร,พ่อแม่,อุตส่าห์,ทำงาน,ส่งเสีย,เร,ัยน,หนังสือ,ดัน,ผู้ชาย,ซะงั้น"
-1,"ผู้ชาย,เกาะ,ผู้หญิง,กิน,ไอ้,แมงดา,ไอ้,เลว,ผู้หญิง,เกาะ,ผู้ชาย,กิน,ผู้หญิง,ผู้ชาย,สุภาพบุรุษ,สิ"
-1,"ผช,ทำงาน,หาเงิน,เลี้ยงดู,ครอบครัว,ผู้หญิง,ทำหน้าที่,แม่,ทำงานบ้าน,ตั้งท้อง,เลี้ยงดู,ลูก,แบ,เกาะกิน,โส,ครอบครัว,ผช,ทำงานบ้าน,เลี้ยงลูก,ผญ,โลดแล่น,ทำ,งาย,ข้างนอก,เกาะ,ผญ,กิน,ครอบครัว,มีบทบาท,ความสบายใจ,ผช,ผญ,ไม่ได้,แต่งงาน,ผชขอ,เงิน,ผญ,เกาะกิน,แมงดา"
-1,"ขอโทษ,แฟน,แมงดา,ไม่ทัน"
-1,"ไม่มี,งาน,มีเงิน,เงิน,พ่อแม่,ผช,หา,ตังค์,ไหม,เลี้ยง,ผช"
-1,"ได้ข่าว,แฟน,ขี้เหล้า"
-1,"เหมือน,เงิน,พ่อแม่,แฟน,อ่ะ,แฟน,หวัง,เกาะ,ไม่มี"
1,"ได้เงิน,คืน,แฟน,ไหม"
-1,"เรื่อง,เงิน,เรื่องเล็ก,ได้เงิน,เรื่องใหญ่"
1,"คำตอบ,รู้อยู่แก่ใจ,ทน,ต่อไป"
1,"เรียนจบ,งาน,หา,เงินได้,แฟน,พี่,ชีวิต,ลงตัว,นี้,ตอนนี้,โฟกัส,เรื่อง,เรียน"
-1,"น้อง,ให้เงิน,พ่อแม่,ไหม,เวลา,พ่อแม่,เงิน,เงิน,น้อง,น้อง,ไม่มี,พ่อแม่,งอน,น้อง,ไหม,ไม่เคย,น้อง,ลอง,คิดดู,พ่อแม่,แฟน,คน,นี้,คน,น้อง,ความรัก,เงิน,พ่อแม่,น้อง,เค้า,ความรัก,น้อง,สะดวกสบาย,ใช้ชีวิต,ผู้ชาย,คน,นึง,แบ่ง,เงิน,พ่อแม่,น้อง,ไม่มี,งอน,น้อง,แบบนี้,ความรัก"
-1,"พูดตรงๆ,แฟน,แมงดา,แฟน,ขนาด,นี้,แต่งงาน,สิ้นเนื้อประดาตัว,ผม,นิสัย,แย่,คน,คบ,เผย,ธาตุแท้,ออกมา,โชคดี,ลอง,ตรึกตรอง,ดู,คน,นี้,ชีวิตคู่,ดี,รับได้,ข้อความ,กรกฎาคม,เวลา"
1,"ผม,เล่าเรื่อง,ผม,ฟัง,ครับผม,เพื่อน,ลูกสาว,เพื่อน,คุณพ่อ,ระบอบ,อุปถัมภ์,แต่งงาน,แน่นอน,แต่ง,เชิง,ธุรกิจ,คน,เผลอ,คู่,นี้,ผู้ใหญ่,แต่งงาน,ผม,ระดับ,ชนชั้นกลาง,ระบอบ,อุปถัมภ์,แบบนี้,คู่,ผู้ใหญ่,ลงมา,คู่,นี้,แต่งงาน,ผลประโยชน์,ตก,บริษัท,ผม,ผม,ผู้ชาย,ผม,รวย,เจ้าของ,บริษัท,หา,งาน,ทำ,เงินเดือน,สวัสดิการ,เงินเดือน,ไม่มี,ผม,รวย,ระดับ,พ่อแม่,เลี้ยง,บ้าน,ไม่ต้อง,ทำงานทำการ,นั้นแหละ,งานบ้าน,5,ถาม,ไหม,ที่จะ,แต่งงาน,แนะนำ,ไม่เอา,ผม,แบบนี้,ดี,อยู่แล้ว,รักษา,เงิน,ระดับ,ร้อย,ล้าน,สำหรับ,ผม,นิดเดียว,ผม,บ้า,เที่ยว,ติดสุรา,ไม่มี,แฟน,ทำงาน,กลับบ้าน,รู้จัก,เพื่อน,ปาร์ตี้,เที่ยว,อ่าง,อย่า,อ้าง,บุญคุณ,พระคุณ,ขับรถ,เล่นหุ้น,เล่น,กองทุนรวม,เล่น,เปียโน,คบ,เพื่อน,เพื่อน,รวย,เล่น,ไลน์,facebook,คุณสมบัติ,คน,ที่จะ,คุม,เงิน,ขนาด,ผม,พิการ,ออทิสติก,เงิน,สิ,ผู้หญิง,แต่งงาน,ผม,พ่อแม่,มีเงิน,ชนชั้นกลาง,แต่งงาน,เหมือน,เพื่อน,คู่คิด,แก้ปัญหา,ทำกับข้าว,คนรวย,จริง ๆ,ผม,ไม่จำเป็น,หรอก,ข้อความ,กรกฎาคม,เวลา"
1,"หวัง,จขกท,คำตอบ,ตัด,กรรม,กรรม,เลือก"
